0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.243544944743277 0.0 0.721918306219877 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.756455055256723 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.831439968460763 0.600695854449069 0.0 0.0
0.0 0.278081693780123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.168560031539237 0.0 0.0 0.0 0.789992705212211 0.0
0.0 0.0 0.0 0.0 0.399304145550931 0.0 0.0 0.0 0.0 0.618923471999188
0.0 0.0 0.0 0.0 0.0 0.0 0.210007294787789 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.381076528000812 0.0 0.0
